active,track,name,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,carLength,minCars,maxCars,carsPerCarSet,trainWidth,maxStationLength,carCost,trainOperationalCostPerHour,carOperationalCostPerHour,color,,,,,,,,,id,class,typeName,canCrossRoads,maxSpeedLocalStation,baseTrackCost,baseStationCost,scissorsCrossoverCost,Electrification,Voltage,Track Gauge,Loading Gauge,train CostPerHour,car CostPerHour,desc,,,
TRUE,Series 112 (BCN),Barcelona Metro 1500V,"The Series 112 is a metro EMU built by Alstom, CAF, and ABB which enterered service on the Barcelona Metro in 1995. Acceleration is guesstimated.",25.0,1.10,1.10,181,19.88,4,8,4,2.75,165,2500000,500,50,#7386BC,724,1448,ES,BCN,"Alstom,CAF,ABB",Standard Heavy Metro,Heavy Metro,Southern Europe,bcn-l6,Standard Heavy Metro,Barcelona Metro 1500V,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Barcelona Metro,500,50,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version.",standard-heavy-metro-catenary,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version. The Series 112 is a metro EMU built by Alstom, CAF, and ABB which enterered service on the Barcelona Metro in 1995. Acceleration is guesstimated.",161.5
TRUE,Series 113 (BCN),Barcelona Metro 1500V,The Series 113 is a metro EMU built by Alstom and CAF which enterered service on the Barcelona Metro in 2014.,25.0,1.10,1.10,195,20.125,4,4,4,2.76,165,2500000,500,50,#BBB3D7,780,780,ES,BCN,"Alstom,CAF",Standard Heavy Metro,Heavy Metro,Southern Europe,bcn-l6,Standard Heavy Metro,Barcelona Metro 1500V,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Barcelona Metro,500,50,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version.",standard-heavy-metro-catenary,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version. The Series 113 is a metro EMU built by Alstom and CAF which enterered service on the Barcelona Metro in 2014.",83
TRUE,Series 114 (BCN),Barcelona Metro 1500V,The Series 114 is a metro EMU built by Alstom and CAF which enterered service on the Barcelona Metro in 2014.,25.0,1.00,1.10,200,20.00,3,3,3,2.75,165,2500000,500,50,#B16612,600,600,ES,BCN,"Alstom,CAF",Standard Heavy Metro,Heavy Metro,Southern Europe,bcn-l6,Standard Heavy Metro,Barcelona Metro 1500V,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Barcelona Metro,500,50,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version.",standard-heavy-metro-catenary,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version. The Series 114 is a metro EMU built by Alstom and CAF which enterered service on the Barcelona Metro in 2014.",62.5
TRUE,Series 115 (BCN),Barcelona Metro 1500V,The Series 115 is a metro EMU built by Stadler which enterered service on the Barcelona Metro in 2022. Acceleration is guesstimated.,25.0,1.10,1.10,194,20.20,4,4,4,2.75,165,2500000,500,50,#9EB7FF,776,776,ES,BCN,Stadler,Standard Heavy Metro,Heavy Metro,Southern Europe,bcn-l6,Standard Heavy Metro,Barcelona Metro 1500V,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Barcelona Metro,500,50,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version.",standard-heavy-metro-catenary,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version. The Series 115 is a metro EMU built by Stadler which enterered service on the Barcelona Metro in 2022. Acceleration is guesstimated.",83.28
TRUE,Series 213 (BCN),Barcelona Metro 1500V,"The Series 112 is a metro EMU built by Alstom, CAF, and Bombardier which enterered service on the Barcelona Metro in 1999.",25.0,1.05,0.70,156,17.33,3,6,3,2.75,165,2500000,500,50,#E579AE,468,936,ES,BCN,"Alstom,CAF,Bombardier",Standard Heavy Metro,Heavy Metro,Southern Europe,bcn-l6,Standard Heavy Metro,Barcelona Metro 1500V,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Barcelona Metro,500,50,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version.",standard-heavy-metro-catenary,"The Barcelona Metro is a heavy metro system with multiple operating standards. This is the Standard Gauge, 1500V DC version. The Series 112 is a metro EMU built by Alstom, CAF, and Bombardier which enterered service on the Barcelona Metro in 1999.",106.46
TRUE,Citadis 302,LRT: Modern DC,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, five section version.",19.4,1.30,1.20,44,6.44,5,10,5,2.65,70,2500000,200,20,#C04191,220,440,ES,BCN,Alstom,Standard LRT,LRT,Southern Europe,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,"This is a standard LRT system (2.65m wide) which uses 750V DC. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, five section version.",66.9
TRUE,Citadis 305,LRT: Modern DC,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, five section version.",19.4,1.30,1.20,44,6.44,5,5,5,2.65,70,2500000,200,20,#0094FF,220,220,"ES, IL","BCN, T-A",Alstom,Standard LRT,LRT,"Southern Europe, West Asia",lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,"This is a standard LRT system (2.65m wide) which uses 750V DC. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, five section version.",34.7
FALSE,Series 447,Barcelona Commuter,,33.3,,,185,25.33,3,12,3,,303.972,,600,60,,555,2220,ES,BCN,,Standard Commuter,Commuter,Southern Europe,bcn-rc,Standard Commuter,Barcelona Commuter,TRUE,15,45000,75000000,14000000,catenary,Soviet UHV DC,Iberian Gauge,London S Stock,600,60,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width.",standard-commuter-catenary,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width. ",306.472
FALSE,Series 448,Barcelona Commuter,,44.4,,,173,26.18,3,9,3,,235.59,,600,60,,519,1557,ES,BCN,,Standard Commuter,Commuter,Southern Europe,bcn-rc,Standard Commuter,Barcelona Commuter,TRUE,15,45000,75000000,14000000,catenary,Soviet UHV DC,Iberian Gauge,London S Stock,600,60,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width.",standard-commuter-catenary,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width. ",238.09
FALSE,Series 449,Barcelona Commuter,,44.4,0.80,1.00,183,19.61,5,15,5,,294.18,,600,60,,915,2745,ES,BCN,,Standard Commuter,Commuter,Southern Europe,bcn-rc,Standard Commuter,Barcelona Commuter,TRUE,15,45000,75000000,14000000,catenary,Soviet UHV DC,Iberian Gauge,London S Stock,600,60,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width.",standard-commuter-catenary,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width. ",296.68
FALSE,Series 450/451,Barcelona Commuter,,38.9,,,260,,3,18,3,,0,,600,60,,780,4680,ES,BCN,,Standard Commuter,Commuter,Southern Europe,bcn-rc,Standard Commuter,Barcelona Commuter,TRUE,15,45000,75000000,14000000,catenary,Soviet UHV DC,Iberian Gauge,London S Stock,600,60,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width.",standard-commuter-catenary,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width. ",2.5
FALSE,Series 452,Barcelona Commuter,,38.9,,,155,16.67,6,,6,,0,,600,60,,930,0,ES,BCN,,Standard Commuter,Commuter,Southern Europe,bcn-rc,Standard Commuter,Barcelona Commuter,TRUE,15,45000,75000000,14000000,catenary,Soviet UHV DC,Iberian Gauge,London S Stock,600,60,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width.",standard-commuter-catenary,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width. ",2.5
FALSE,Series 462-465,Barcelona Commuter,Civia,33.3,,,202,21.85,2,14,1,2.94,305.9,,600,60,,404,2828,ES,BCN,,Standard Commuter,Commuter,Southern Europe,bcn-rc,Standard Commuter,Barcelona Commuter,TRUE,15,45000,75000000,14000000,catenary,Soviet UHV DC,Iberian Gauge,London S Stock,600,60,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width.",standard-commuter-catenary,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width. Civia",308.4
FALSE,Series 470,Barcelona Commuter,,38.9,,,200,26.72,3,12,3,2.90,320.656,,600,60,,600,2400,ES,BCN,,Standard Commuter,Commuter,Southern Europe,bcn-rc,Standard Commuter,Barcelona Commuter,TRUE,15,45000,75000000,14000000,catenary,Soviet UHV DC,Iberian Gauge,London S Stock,600,60,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width.",standard-commuter-catenary,"Barcelona has commuter rail that uses 3 kV DC, Iberian Gauge, and London S Stock width. ",323.156
TRUE,M4 (AMS),"Amsterdam Metro, LRT: Classic DC","The M4 is a tram and metro EMU built by CAF for the Amsterdam Metro in 2019. The original designation was S3 and they were built in 1996, but after being renovated they were renamed to M4 due to the significant changes, inclduing permanently extended steps for the wider loading gauge.",19.4,1.30,1.50,125,15.45,2,6,2,2.65,125,2500000,500,50,#008D49,250,750,NL,AMS,CAF,Standard Heavy Metro,Heavy Metro,Western Europe,ams-1,Standard Heavy Metro,Amsterdam Metro,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,500,50,Amsterdam Metro is a heavy rail network with relatively wide trains for a subway.,standard-heavy-metro-tr-under,"Amsterdam Metro is a heavy rail network with relatively wide trains for a subway. The M4 is a tram and metro EMU built by CAF for the Amsterdam Metro in 2019. The original designation was S3 and they were built in 1996, but after being renovated they were renamed to M4 due to the significant changes, inclduing permanently extended steps for the wider loading gauge.",95.2
TRUE,M5 (AMS),Amsterdam Metro,The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The M5 is a variant produced for the Amsterdam Metro.,25.0,1.20,1.20,160,19.37,6,6,6,3.00,125,2500000,500,50,#0092D4,960,960,NL,AMS,Alstom,Standard Heavy Metro,Heavy Metro,Western Europe,ams-1,Standard Heavy Metro,Amsterdam Metro,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,500,50,Amsterdam Metro is a heavy rail network with relatively wide trains for a subway.,standard-heavy-metro-tr-under,Amsterdam Metro is a heavy rail network with relatively wide trains for a subway. The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The M5 is a variant produced for the Amsterdam Metro.,118.7
TRUE,M7 (AMS),Amsterdam Metro,The M4 is a metro EMU built by CAF for the Amsterdam Metro that entered service in 2023.,22.2,1.20,1.30,160,19.87,3,6,3,3.00,125,2500000,500,50,#FFD500,480,960,NL,AMS,CAF,Standard Heavy Metro,Heavy Metro,Western Europe,ams-1,Standard Heavy Metro,Amsterdam Metro,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,500,50,Amsterdam Metro is a heavy rail network with relatively wide trains for a subway.,standard-heavy-metro-tr-under,Amsterdam Metro is a heavy rail network with relatively wide trains for a subway. The M4 is a metro EMU built by CAF for the Amsterdam Metro that entered service in 2023.,121.7
TRUE,Urbos 100 (AMS),Amstertram,The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Amsterdam Metro's G15. Capacity is artifically increased due to game processing limitations. Acceleration is guesstimated.,19.4,1.20,1.20,40,6.00,5,10,5,2.40,65,2500000,200,20,#0000BB,200,400,NL,AMS,CAF,Standard LRT,LRT,Western Europe,ams-2,Standard LRT,Amstertram,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Standard,Ultra-Narrow,200,20,Amstertram is a portmanteau of Amsterdam and Trams. They are similar width to Paris.,standard-lrt-catenary,Amstertram is a portmanteau of Amsterdam and Trams. They are similar width to Paris. The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Amsterdam Metro's G15. Capacity is artifically increased due to game processing limitations. Acceleration is guesstimated.,62.5
TRUE,Combino (AMS),Amstertram,The Combino family are articulated low-floor light-rail vehicles built by Siemens that have been in service across the world since the 90s. This specific model is based on the Amsterdam Metro's G14. Capacity is artifically increased due to game processing limitations. Acceleration is guesstimated.,19.4,1.20,1.20,40,5.84,5,10,5,2.40,65,2500000,200,20,#000099,200,400,NL,AMS,Siemens,Standard LRT,LRT,Western Europe,ams-2,Standard LRT,Amstertram,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Standard,Ultra-Narrow,200,20,Amstertram is a portmanteau of Amsterdam and Trams. They are similar width to Paris.,standard-lrt-catenary,Amstertram is a portmanteau of Amsterdam and Trams. They are similar width to Paris. The Combino family are articulated low-floor light-rail vehicles built by Siemens that have been in service across the world since the 90s. This specific model is based on the Amsterdam Metro's G14. Capacity is artifically increased due to game processing limitations. Acceleration is guesstimated.,60.9
TRUE,S/300 (ROM),Rome Metro A/B,The S/300 is a metro EMU built by CAF for the Rome Metro's Lines A and B that has been in service since 2005.,25.0,1.10,1.10,202,18.13,6,6,6,2.83,120,2500000,500,50,#F36C21,1212,1212,IT,ROM,CAF,Standard Heavy Metro,Heavy Metro,Southern Europe,it-2,Standard Heavy Metro,Rome Metro A/B,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Metro Wide,500,50,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Lines A and B.,standard-heavy-metro-catenary,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Lines A and B. The S/300 is a metro EMU built by CAF for the Rome Metro's Lines A and B that has been in service since 2005.,111.3
TRUE,Hitachi Rome,Rome Metro A/B,This is an unnamed series of trains built by Hitachi for the Rome Metro Line B that will enter service in 2026. Acceleration is guesstimated.,22.2,1.30,1.30,201,17.67,6,6,6,2.85,120,2500000,500,50,#0071BB,1206,1206,IT,ROM,CAF,Standard Heavy Metro,Heavy Metro,Southern Europe,it-2,Standard Heavy Metro,Rome Metro A/B,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Metro Wide,500,50,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Lines A and B.,standard-heavy-metro-catenary,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Lines A and B. This is an unnamed series of trains built by Hitachi for the Rome Metro Line B that will enter service in 2026. Acceleration is guesstimated.,108.5
TRUE,81-717/81-714,"Soviet Metro, Budapest M2/M3",The Metrovagonmash 81-717/81-714 is a Soviet era heavy metro EMU that entered service in 1977. It remains in use across the former USSR.,22.2,1.20,1.10,260,19.21,1,8,1,2.67,160,2500000,500,50,#32AB53,260,2080,"USSR, UA, HU","USSR, IEV, BUD",Metrovagonmash ,Standard Heavy Metro,Heavy Metro,"USSR, Eastern Europe, Eastern Europe",ukr-1,Standard Heavy Metro,Soviet Metro,FALSE,13,50000,75000000,15000000,tr-under,Ukranian Voltage,Russian Gauge,Metro Standard,500,50,"This is the standard metro built by the USSR, with 2.65m wide trains, 825V third rail voltage, and Russian gauge.",standard-heavy-metro-tr-under,"This is the standard metro built by the USSR, with 2.65m wide trains, 825V third rail voltage, and Russian gauge. The Metrovagonmash 81-717/81-714 is a Soviet era heavy metro EMU that entered service in 1977. It remains in use across the former USSR.",156.148
TRUE,Twist Foxtrot,Kyiv Tram,The Twist is a low-floor articulated LRV built by a Polish company named PESA that entered service in 2012. The 71-414 Foxtrot is a variant made for Kyiv and Moscow. Acceleration is a guesstimate. Capacity is increased artificially due to game processing requirements.,20.8,1.30,1.30,67,8.75,3,3,3,2.50,30,2500000,200,20,#001C4A,201,201,UA,IEV,PESA,Standard LRT,LRT,Eastern Europe,ukr-2,Standard LRT,Kyiv Tram,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Russian Gauge,Narrow,200,20,"Kyiv, Ukraine has trams that use Russian gauge. They are wider than those in Paris.",standard-lrt-catenary,"Kyiv, Ukraine has trams that use Russian gauge. They are wider than those in Paris. The Twist is a low-floor articulated LRV built by a Polish company named PESA that entered service in 2012. The 71-414 Foxtrot is a variant made for Kyiv and Moscow. Acceleration is a guesstimate. Capacity is increased artificially due to game processing requirements.",28.755
TRUE,K-1T,Kyiv Tram,The K-1T is a low-floor articulated LRV built by Tatra-Yug that entered service in 2020. Acceleration is a guesstimate. Capacity is increased artificially due to game processing requirements.,20.8,1.30,1.30,67,8.67,3,3,3,2.50,30,2500000,200,20,#35BCED,201,201,UA,IEV,Tatra-Yug,Standard LRT,LRT,Eastern Europe,ukr-2,Standard LRT,Kyiv Tram,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Russian Gauge,Narrow,200,20,"Kyiv, Ukraine has trams that use Russian gauge. They are wider than those in Paris.",standard-lrt-catenary,"Kyiv, Ukraine has trams that use Russian gauge. They are wider than those in Paris. The K-1T is a low-floor articulated LRV built by Tatra-Yug that entered service in 2020. Acceleration is a guesstimate. Capacity is increased artificially due to game processing requirements.",28.5
TRUE,Innovia APM,Auto People Mover,The Innovia APM is an automated people mover built by Bombardier that is mainly used in airports. IRL it can run in sets of 1 but game processing requirements mean its 2 minimum.,13.9,1.00,1.00,100,12.80,2,4,1,2.80,55,2500000,200,20,#000000,200,400,US,MIA,Bombardier,People Mover,Mover,North America,apm,People Mover,Auto People Mover,FALSE,5,13500,16000000,3375000,tr-over,Classical DC,Whatever the fuck APMS use,Metro Wide,200,20,APMs are gadgetbahns found at airports mostly,people-mover-tr-over,APMs are gadgetbahns found at airports mostly The Innovia APM is an automated people mover built by Bombardier that is mainly used in airports. IRL it can run in sets of 1 but game processing requirements mean its 2 minimum.,53.7
TRUE,Hitachi Miami,DC Metro,This is an unnamed series of heavy metro trains built by Hitachi for the Miami Metrorail that entered service in 2017. Acceleration is guesstimated.,31.9,1.30,1.30,178,22.90,2,6,2,3.11,140,2500000,500,50,#0079C2,356,1068,US,MIA,Hitachi,Standard Heavy Metro,Heavy Metro,North America,dc-1,Standard Heavy Metro,DC Metro,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,DC Metro,500,50,The Washington DC metro is a heavy rail system in the U.S. Capital operated by WMATA. It uses the rather cursed gauge of 1429 mm aka 6 mm narrower than standard.,standard-heavy-metro-tr-over,The Washington DC metro is a heavy rail system in the U.S. Capital operated by WMATA. It uses the rather cursed gauge of 1429 mm aka 6 mm narrower than standard. This is an unnamed series of heavy metro trains built by Hitachi for the Miami Metrorail that entered service in 2017. Acceleration is guesstimated.,139.9
TRUE,Seattle Series 1,LRT: HV DC,The Series 1 is an articulated low-floor light-rail vehicle built by Kinki Sharyo that has been in service in Seattle since 2009.,24.7,1.34,1.34,75,9.65,3,12,3,2.65,120,2500000,200,20,#3DAE2B,225,900,US,SEA,Kinki Sharyo,Standard LRT,LRT,North America,lrt-3,Standard LRT,LRT: HV DC,TRUE,6.7,17500,25000000,6000000,catenary,High Voltage DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 1500V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 1500V DC. The Series 1 is an articulated low-floor light-rail vehicle built by Kinki Sharyo that has been in service in Seattle since 2009.,118.324
TRUE,Aero,U.S. Commuter Diesel,The Colorado Railcar DMU also known as the Aero is a vehicle produced by the now defunct Colorado Railcar that entered service in 2002.,44.4,0.67,0.67,92,26.00,4,4,4,3.05,110,2500000,800,80,#D34727,368,368,US,POR,Colorado Railcar,Diesel Commuter,Commuter,North America,us-1,Diesel Commuter,U.S. Commuter Diesel,TRUE,15,35000,60000000,13000000,none,None,Standard,U.S. Passenger Standard,800,80,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters.,diesel-commuter-none,This is diesel commuter rail which follows the U.S. standard loading gauge width of 3.05 meters. The Colorado Railcar DMU also known as the Aero is a vehicle produced by the now defunct Colorado Railcar that entered service in 2002.,106.5
TRUE,SD-100/160,"LRT: Classic DC, LRT: Modern DC",The SD-100/160 series are articulated high-floor light-rail vehicles built by Siemens that have been in service across North America since 1994. Capacity slightly increased due to game processing requirements.,22.2,1.07,1.31,100,12.40,2,10,2,2.65,130,2500000,200,20,#FFFFFF,200,1000,"US, CA","DEN, CGY",Siemens,Standard LRT,LRT,"North America, North America",lrt-1,Standard LRT,LRT: Classic DC,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 600V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 600V DC. The SD-100/160 series are articulated high-floor light-rail vehicles built by Siemens that have been in service across North America since 1994. Capacity slightly increased due to game processing requirements.,126.495
TRUE,Urbos 3 (WMM),LRT: Modern DC,The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the West Midland Metro's version. Acceleration is guesstimated.,19.4,1.20,1.20,42,6.60,5,5,5,2.65,38,2500000,200,20,#0000BB,210,210,UK,BHM,CAF,Standard LRT,LRT,Europe,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 750V DC. The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the West Midland Metro's version. Acceleration is guesstimated.,35.5
TRUE,S200-HF (CGY),"LRT: Classic DC, LRT: Modern DC, LRT: HV DC",The S200 series are articulated high-floor light-rail vehicles built by Siemens that have been in service across North America since 2016. This specific model is based on the model used in Calgary since 2019. Capacity is artificially higher due to game processing requirements.,22.4,0.95,1.32,67,8.60,3,9,3,2.65,110,2185000,200,20,#C8102E,201,603,CA,CGY,Siemens,Standard LRT,LRT,North America,lrt-1,Standard LRT,LRT: Classic DC,TRUE,6.7,17500,25000000,6000000,catenary,Classical DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 600V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 600V DC. The S200 series are articulated high-floor light-rail vehicles built by Siemens that have been in service across North America since 2016. This specific model is based on the model used in Calgary since 2019. Capacity is artificially higher due to game processing requirements.,79.9
TRUE,Tyne and Wear Metrocar,Tyne and Wear,"The Tyne and Wear Metrocar is a light rail EMU originally built by Metro-Cammel in the 1970s, entered serivce in 1980, and was later renovated by Wabtec in the 2010s. Acceleration is guesstimated.",22.2,1.20,1.20,126,13.90,2,6,2,2.65,95,2500000,500,50,#FDB826,252,756,Generic,Generic,Metro-Cammel,Standard Heavy Metro,Heavy Metro,Generic,taw,Standard Heavy Metro,Tyne and Wear,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Metro Standard,500,50,"Tyne and Wear, also known by its largest city which is Newcastle, has a heavy metro system.",standard-heavy-metro-catenary,"Tyne and Wear, also known by its largest city which is Newcastle, has a heavy metro system. The Tyne and Wear Metrocar is a light rail EMU originally built by Metro-Cammel in the 1970s, entered serivce in 1980, and was later renovated by Wabtec in the 2010s. Acceleration is guesstimated.",85.9
TRUE,BR Class 555,Tyne and Wear,The Metro (BR 555) is a light rail EMU built by Stadler for the Tyne and Wear Metro that entered service in 2024.,22.2,1.35,1.35,120,11.98,5,10,5,2.65,125,2500000,500,50,#B7841D,600,1200,Generic,Generic,Stadler,Standard Heavy Metro,Heavy Metro,Generic,taw,Standard Heavy Metro,Tyne and Wear,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Metro Standard,500,50,"Tyne and Wear, also known by its largest city which is Newcastle, has a heavy metro system.",standard-heavy-metro-catenary,"Tyne and Wear, also known by its largest city which is Newcastle, has a heavy metro system. The Metro (BR 555) is a light rail EMU built by Stadler for the Tyne and Wear Metro that entered service in 2024.",122.3
FALSE,Batch 11 (ATH),Athens Metro,,,,,172,,6,6,,,,,500,50,,1032,1032,GR,ATH,"ADTranz,Siemens,Hellenic Shipyards,Bombardier",Standard Heavy Metro,Heavy Metro,Southern Europe,ath,Standard Heavy Metro,Athens Metro,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,Metro Wide,500,50,,standard-heavy-metro-tr-over, ,2.5
TRUE,Generation 1 (ATH),Athens Metro,"The 1st Generation of Athens lines 2 and 3 rolling stock is a heavy metro EMU built by Siemens, Daimler-Benz, and Alstom that entered service in 2000. It also operates on Line 1.",22.2,1.00,1.08,172,17.67,3,6,3,2.80,110,2500000,500,50,#007A33,516,1032,GR,ATH,"Siemens,Daimler-Benz,Alstom",Standard Heavy Metro,Heavy Metro,Southern Europe,ath,Standard Heavy Metro,Athens Metro,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,Metro Wide,500,50,,standard-heavy-metro-tr-over," The 1st Generation of Athens lines 2 and 3 rolling stock is a heavy metro EMU built by Siemens, Daimler-Benz, and Alstom that entered service in 2000. It also operates on Line 1.",108.5
TRUE,Generation 2 (ATH),"Athens Metro, London Overground Catenary","The 2nd Generation of Athens lines 2 and 3 rolling stock is a heavy metro dual-mode EMU built by Hyundai, Mitsubishi, and Knorr-Bremse that entered service in 2003.",33.3,1.00,1.10,171,17.67,3,6,3,2.80,110,2500000,500,50,#DA291C,513,1026,GR,ATH,"Hyundai,Mitsubishi,Knorr-Bremse",Standard Heavy Metro,Heavy Metro,Southern Europe,ath,Standard Heavy Metro,Athens Metro,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,Metro Wide,500,50,,standard-heavy-metro-tr-over," The 2nd Generation of Athens lines 2 and 3 rolling stock is a heavy metro dual-mode EMU built by Hyundai, Mitsubishi, and Knorr-Bremse that entered service in 2003.",108.5
TRUE,Generation 3 (ATH),Athens Metro,The 3rd Generation of Athens lines 2 and 3 rolling stock is a heavy metro EMU built by Siemens and Hyundai that entered service in 2000. It also operates on Line 1.,22.2,1.10,1.10,172,17.67,3,6,3,2.80,110,2500000,500,50,#10069F,516,1032,GR,ATH,"Hyundai,Siemens",Standard Heavy Metro,Heavy Metro,Southern Europe,ath,Standard Heavy Metro,Athens Metro,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,Metro Wide,500,50,,standard-heavy-metro-tr-over, The 3rd Generation of Athens lines 2 and 3 rolling stock is a heavy metro EMU built by Siemens and Hyundai that entered service in 2000. It also operates on Line 1.,108.5
FALSE,Line 4 (ATH),Athens Metro,,,,,,,,,,,,,500,50,,0,0,GR,ATH,Alstom,Standard Heavy Metro,Heavy Metro,Southern Europe,ath,Standard Heavy Metro,Athens Metro,FALSE,13,50000,75000000,15000000,tr-over,Modern DC,Standard,Metro Wide,500,50,,standard-heavy-metro-tr-over, ,2.5
